time_logged,left_EAR,right_EAR,total_EAR,average_EAR,derivation,is_blink
1715059162.701005,0.16085155024444558,0.1483159528800453,0.15458375156224544,0.23635669420330746,0.08177294264106202,False
1715059162.767327,0.2209217125033265,0.25551247367559504,0.23821709308946076,0.23636019119369497,0.001856901895765789,False
1715059162.767327,0.16085155024444558,0.1724137931034483,0.16663267167394694,0.2362293703315566,0.06959669865760967,False
1715059162.835489,0.25020946492569957,0.2712753100208503,0.26074238747327494,0.23627527485803923,0.02446711261523571,False
1715059162.835489,0.16559273355947848,0.15126376876760161,0.15842825116354003,0.2361297664025355,0.07770151523899546,False
1715059162.9025779,0.2726046441350259,0.2651174573363854,0.26886105073570565,0.2361908322315153,0.03267021850419036,False
1715059162.9025779,0.17410132141440465,0.16421773524297936,0.16915952832869202,0.23606600671214317,0.06690647838345115,False
1715059162.972394,0.24499337191317344,0.25489458918550273,0.24994398054933809,0.23609180220254689,0.0138521783467912,False
1715059162.972394,0.1675126215865783,0.1643715212001172,0.16594207139334774,0.23596165427896765,0.07001958288561991,False
1715059163.040926,0.25280984474837426,0.26955020799739327,0.26118002637288373,0.23600835496803046,0.02517167140485327,False
1715059163.040926,0.19360321426645966,0.2014934868283057,0.19754835054738268,0.23593726438684626,0.03838891383946358,False
1715059163.11152,0.18900141373429089,0.2338821384818745,0.21144177610808268,0.23589206975902569,0.024450293650943006,False
1715059163.11152,0.22282132126350462,0.2499219116020307,0.23637161643276766,0.23589295290207127,0.0004786635306963938,False
1715059163.186829,0.22723837615371512,0.26843293206277286,0.24783565410824399,0.23591490639693558,0.01192074771130841,False
1715059163.186829,0.22545987506685006,0.250933419550648,0.23819664730874904,0.2359190930775077,0.0022775542312413466,False
1715059163.2568629,0.21044807564132928,0.2576692504412407,0.234058663041285,0.23591568569648896,0.0018570226552039604,False
1715059163.2568629,0.22810025984586083,0.2356808328565169,0.23189054635118886,0.23590832712364565,0.0040177807724567915,False
1715059163.326432,0.18318582636182792,0.2527902993771368,0.21798806286948236,0.23587562591150302,0.01788756304202066,False
1715059163.326432,0.2315029109274557,0.25559711181956757,0.24355001137351162,0.23588960475569612,0.007660406617815502,False
1715059163.398174,0.2603688645704745,0.25943698002032867,0.2599029222954016,0.23593326533304104,0.02396965696236053,False
1715059163.398174,0.23746670665758965,0.25559711181956757,0.2465319092385786,0.23595250062143583,0.010579408617142766,False
1715059163.4653702,0.19613969962134847,0.25925492233340214,0.2276973109773753,0.2359375455677328,0.008240234590357498,False
1715059163.4653702,0.22868138801079774,0.23239189216836062,0.2305366400895792,0.23592777901171444,0.005391138922135247,False
1715059163.532775,0.2174469735706887,0.2651174573363854,0.24128221545353706,0.23593744405944336,0.0053447713940937,False
1715059163.532775,0.22214213413445696,0.2279385667675589,0.22504035045100793,0.23591780965654527,0.010877459205537343,False
1715059163.599168,0.19754591932991794,0.22390237393760357,0.21072414663376077,0.2358724973129791,0.025148350679218334,False
1715059163.599168,0.2206724591224141,0.2279385667675589,0.2243055129449865,0.2358517307342215,0.011546217789235008,False
1715059163.665935,0.21708555784280653,0.26955020799739327,0.2433178829200999,0.2358651109352715,0.00745277198482841,False
1715059163.665935,0.2315029109274557,0.24575463367698913,0.2386287723022224,0.23587005487331614,0.0027587174289062655,False
1715059163.732949,0.20399138154619068,0.2814395010552712,0.24271544130073094,0.2358822787776508,0.0068331625230801385,False
1715059163.732949,0.21571976604768356,0.24084548138610828,0.22828262371689592,0.23586873215543913,0.00758610843854321,False
1715059163.805969,0.24294589626396257,0.2727272727272727,0.25783658449561764,0.23590782086067075,0.02192876363494689,False
1715059163.805969,0.21527216156937765,0.24151522138829168,0.22839369147883465,0.23589447427207066,0.007500782793236016,False
1715059163.873266,0.22027417020425158,0.277587453824102,0.24893081201417677,0.2359175883460815,0.013013223668095264,False
1715059163.873266,0.2250069202441013,0.24555062806883077,0.23527877415646603,0.23591645770149808,0.0006376835450320473,False
1715059163.941129,0.2352695984561882,0.29317300902903815,0.26422130374261316,0.23596646626340817,0.028254837479204986,False
1715059163.941129,0.21077862122119492,0.22934474029501983,0.2200616807581074,0.2359384154953212,0.01587673473721382,False
1715059164.008167,0.22723837615371512,0.2727272727272727,0.2499828244404939,0.2359631415674078,0.014019682873086109,False
1715059164.008167,0.22630714309901848,0.25,0.23815357154950922,0.2359669911807331,0.0021865803687761143,False
1715059164.0742002,0.23090256559518677,0.25489458918550273,0.24289857739034476,0.23597915185829385,0.00691942553205091,False
1715059164.0742002,0.23583737204914293,0.23814691055464238,0.23699214130189267,0.2359809259203667,0.0010112153815259595,False
1715059164.1399198,0.21399631072255668,0.29317300902903815,0.2535846598757974,0.23601170167903004,0.01757295819676738,False
1715059164.1399198,0.2206724591224141,0.23239189216836062,0.22653217564538736,0.23599515800357865,0.00946298235819129,False
1715059164.206701,0.21399631072255668,0.26446618232509134,0.239231246523824,0.23600079578845712,0.0032304507353668743,False
1715059164.27481,0.18607674663615623,0.25489458918550273,0.22048566791082946,0.23597381295736558,0.015488145046536117,False
1715059164.339322,0.19214799651992268,0.22017040634458404,0.20615920143225336,0.23592205147902337,0.029762850046770012,False
1715059164.40223,0.1950875778579761,0.23706190564373267,0.2160747417508544,0.23588765406181683,0.01981291231096244,False
1715059164.466223,0.20399138154619068,0.26446618232509134,0.234228781935641,0.23588478404083726,0.0016560021051962581,False
1715059164.529328,0.20075424529139824,0.25018339520248845,0.22546882024694334,0.23586679446606368,0.010397974219120337,False
1715059164.6065888,0.19754591932991794,0.2580316772140538,0.22778879827198587,0.23585286688641868,0.008064068614432818,False
1715059164.670922,0.23090256559518677,0.2412865062165553,0.23609453590587104,0.23585328283998055,0.00024125306589048434,False
1715059164.670922,0.1946688753894899,0.17974263706820354,0.18720575622884672,0.23576969602449752,0.048563939795650796,False
1715059164.7371478,0.23090256559518677,0.2506922025246385,0.24079738405991263,0.2357783198461706,0.005019064213742042,False
1715059164.801172,0.23640329318454395,0.277587453824102,0.256995373504323,0.23581465041750302,0.02118072308681998,False
1715059164.801172,0.13556687788091298,0.14837892258208168,0.14197290023149733,0.23565423716932185,0.09368133693782452,False
1715059164.8672268,0.22723837615371512,0.2506922025246385,0.2389652893391768,0.23565988742899735,0.003305401910179445,False
1715059164.8672268,0.15702717677706413,0.1651437229204799,0.16108544984877202,0.2355328440941077,0.0744473942453357,False
1715059164.9330602,0.21361623528836413,0.29361010975735174,0.2536131725228579,0.2355635929519797,0.018049579570878216,False
1715059164.9330602,0.1549269677442823,0.16817684992991402,0.16155190883709816,0.23543793644244682,0.07388602760534865,False
1715059164.999038,0.21708555784280653,0.2744119704601386,0.24574876415147257,0.23545541242161466,0.010293351729857902,False
1715059164.999038,0.16180865116499638,0.16938522271054313,0.16559693693776975,0.23533720857138818,0.06974027163361843,False
1715059165.064898,0.22723837615371512,0.2744119704601386,0.2508251733069269,0.235363370673982,0.015461802632944888,False
1715059165.064898,0.13758981678795001,0.15548138625261265,0.14653560152028133,0.23521357679682567,0.08867797527654434,False
1715059165.130642,0.22058603440142055,0.2822162605150792,0.2514011474582499,0.23524082859928597,0.016160318858963907,False
1715059165.130642,0.14183914549681367,0.1531282986977553,0.1474837220972845,0.2350933376639885,0.08760961556670399,False
1715059165.196437,0.23090256559518677,0.26955020799739327,0.25022638679629,0.23511872868602257,0.01510765811026743,False
1715059165.196437,0.15323917623026323,0.1560618494687246,0.1546505128494939,0.23498394105480558,0.08033342820531167,False
1715059165.2615108,0.21708555784280653,0.2506922025246385,0.2338888801837225,0.23498210984933554,0.001093229665613038,False
1715059165.2615108,0.14430933245737287,0.163578946151292,0.15394413930433243,0.23484682108381802,0.08090268177948559,False
1715059165.327007,0.23090256559518677,0.24545804577922065,0.23818030568720372,0.2348523768914903,0.0033279287957134196,False
1715059165.392647,0.22796854894734708,0.2506922025246385,0.23933037573599278,0.2348598278047091,0.0044705479312836804,False
1715059165.392647,0.18664092486599726,0.18219081406753238,0.1844158694667648,0.23477603385398163,0.05036016438721683,False
1715059165.458875,0.2536861379989454,0.2884082134701481,0.27104717573454673,0.2348361850013789,0.03621099073316783,False
1715059165.458875,0.166991751600232,0.16501335630906128,0.16600255395464664,0.23472222203606974,0.0687196680814231,False
1715059165.525019,0.24682230074011724,0.2884082134701481,0.2676152571051327,0.23477659068907644,0.032838666416056234,False
1715059165.525019,0.18286193098733375,0.18721758918283635,0.18503976008508505,0.23469451671118208,0.04965475662609703,False
1715059165.5914218,0.2536861379989454,0.2453099899116269,0.24949806395528615,0.23471890476265506,0.014779159192631092,False
1715059165.5914218,0.1774789968617533,0.19850505570918067,0.187992026285467,0.23464205134410704,0.04665002505864005,False
1715059165.658728,0.23863035105460587,0.30461574703667565,0.2716230490456408,0.2347027754782639,0.03692027356737687,False
1715059165.658728,0.16501335630906128,0.2042062879337136,0.18460982212138743,0.2346206558825969,0.05001083376120946,False
1715059165.7262652,0.23863035105460587,0.2884082134701481,0.263519282262377,0.2346679531434476,0.028851329118929375,False
1715059165.7262652,0.18219081406753238,0.2110533811419103,0.19662209760472132,0.23460578671282875,0.03798368910810743,False
